cd_cvm,name,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr,diagnostic_prev,diagnostic_curr,cd_cvm_int
021342,OSX Brasil SA,2017,2018,0.7834,6731,7026,font_heading,font_heading,21342
021342,OSX Brasil SA,2018,2019,0.9998,7026,7072,font_heading,font_heading,21342
021342,OSX Brasil SA,2019,2020,0.9658,7072,7516,font_heading,font_heading,21342
021342,OSX Brasil SA,2020,2021,0.8353,7516,7438,font_heading,font_heading,21342
021342,OSX Brasil SA,2021,2022,0.9789,7438,7103,font_heading,font_heading,21342
021342,OSX Brasil SA,2022,2023,0.9766,7103,7087,font_heading,font_heading,21342
021342,OSX Brasil SA,2023,2024,0.9617,7087,9244,font_heading,font_heading,21342
021350,DIRECIONAL,2011,2012,0.9471,5597,8122,font_heading,font_heading,21350
021350,DIRECIONAL,2012,2013,0.9672,8122,10972,font_heading,font_heading,21350
021350,DIRECIONAL,2013,2014,0.9377,10972,8168,font_heading,font_heading,21350
021350,DIRECIONAL,2014,2015,0.2772,8168,2774,font_heading,font_heading,21350
021431,HYPERA,2010,2011,0.9008,11909,11907,font_heading,font_heading,21431
021431,HYPERA,2011,2012,0.6356,11907,7238,font_heading,font_heading,21431
021431,HYPERA,2012,2013,0.9509,7238,7635,font_heading,font_heading,21431
021431,HYPERA,2013,2014,0.9811,7635,7621,font_heading,font_heading,21431
021431,HYPERA,2014,2015,0.9521,7621,7145,font_heading,font_heading,21431
021490,Alupar Investimento SA,2010,2011,0.3414,22942,24141,font_heading,font_heading,21490
021490,Alupar Investimento SA,2011,2012,0.564,24141,30133,font_heading,font_heading,21490
021490,Alupar Investimento SA,2014,2015,0.8807,32641,37702,font_heading,font_heading,21490
021490,Alupar Investimento SA,2015,2016,0.9524,37702,30104,font_heading,font_heading,21490
021490,Alupar Investimento SA,2016,2017,0.9402,30104,30344,font_heading,font_heading,21490
021490,Alupar Investimento SA,2017,2018,0.9701,30344,28841,font_heading,font_heading,21490
021776,PortX Operacoes Portuarias SA,2010,2011,0.5878,2780,2776,font_heading,font_heading,21776
021881,FLEURY,2010,2011,0.5977,4059,7756,font_heading,font_heading,21881
021881,FLEURY,2011,2012,0.8997,7756,7041,font_heading,font_heading,21881
021881,FLEURY,2012,2013,0.7981,7041,7242,font_heading,font_heading,21881
021881,FLEURY,2013,2014,0.9422,7242,7784,font_heading,font_heading,21881
021881,FLEURY,2014,2015,0.626,7784,3076,font_heading,font_heading,21881
022012,Mills Locacao Servicos e Logistica SA,2011,2012,0.7562,1443,3017,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2012,2013,0.7806,3017,4520,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2013,2014,0.6688,4520,5865,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2014,2015,0.9241,5865,7704,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2015,2016,0.94,7704,7169,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2016,2017,0.8214,7169,7552,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2017,2018,0.9138,7552,8084,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2018,2019,0.7849,8084,13626,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2021,2022,0.8567,13535,22847,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2022,2023,0.9865,22847,22878,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2023,2024,0.2738,22878,4035,font_heading,font_heading,22012
022012,Mills Locacao Servicos e Logistica SA,2024,2025,0.9074,4035,4364,font_heading,font_heading,22012
022055,Marisa Lojas SA,2011,2012,0.959,11650,14865,font_heading,font_heading,22055
022055,Marisa Lojas SA,2014,2015,0.774,5125,5964,font_heading,font_heading,22055
022055,Marisa Lojas SA,2019,2020,0.0954,11089,2414,font_heading,font_heading,22055
022055,Marisa Lojas SA,2020,2021,0.0496,2414,12910,font_heading,font_heading,22055
022055,Marisa Lojas SA,2021,2022,0.9157,12910,11805,font_heading,font_heading,22055
022055,Marisa Lojas SA,2022,2023,0.8882,11805,11954,font_heading,font_heading,22055
022055,Marisa Lojas SA,2023,2024,0.7803,11954,8016,font_heading,font_heading,22055
022055,Marisa Lojas SA,2024,2025,0.9259,8016,7893,font_heading,font_heading,22055
022187,PRIO,2010,2011,0.9928,25171,24522,font_heading,font_heading,22187
022187,PRIO,2011,2012,0.9958,24522,25686,font_heading,font_heading,22187
022187,PRIO,2014,2015,0.3499,10396,3533,font_heading,font_heading,22187
022349,AZZAS 2154,2012,2013,0.918,3116,3040,font_heading,font_heading,22349
022349,AZZAS 2154,2013,2014,0.8641,3040,4019,font_heading,font_heading,22349
022349,AZZAS 2154,2014,2015,0.9341,4019,3375,font_heading,font_heading,22349
022357,ALLOS,2010,2011,0.7762,9743,5377,font_heading,font_heading,22357
022357,ALLOS,2011,2012,0.9099,5377,8474,font_heading,font_heading,22357
022357,ALLOS,2012,2013,0.9388,8474,10674,font_heading,font_heading,22357
022357,ALLOS,2013,2014,0.9299,10674,9256,font_heading,font_heading,22357
022357,ALLOS,2014,2015,0.987,9256,8449,font_heading,font_heading,22357
022365,Enauta Participacoes SA,2010,2011,0.8289,6100,4219,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2011,2012,0.2383,4219,639,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2012,2013,0.4382,639,1506,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2013,2014,0.8245,1506,1872,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2014,2015,0.807,1872,2775,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2015,2016,0.9622,2775,3194,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2016,2017,0.9971,3194,3190,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2017,2018,0.9951,3190,3222,font_heading,font_heading,22365
022365,Enauta Participacoes SA,2022,2023,0.9158,11951,15857,font_heading,font_heading,22365
022470,MAGAZ LUIZA,2010,2011,0.6032,4507,5336,font_heading,font_heading,22470
022470,MAGAZ LUIZA,2011,2012,0.7331,5336,5271,font_heading,font_heading,22470
022470,MAGAZ LUIZA,2012,2013,0.8633,5271,6602,font_heading,font_heading,22470
022470,MAGAZ LUIZA,2013,2014,0.5231,6602,4043,font_heading,font_heading,22470
022470,MAGAZ LUIZA,2014,2015,0.6995,4043,5840,font_heading,font_heading,22470
022691,Companhia de Locação das Américas (Locamerica),2010,2011,0.9053,7703,7769,font_heading,font_heading,22691
022691,Companhia de Locação das Américas (Locamerica),2011,2012,0.9385,7769,7887,font_heading,font_heading,22691
022691,Companhia de Locação das Américas (Locamerica),2012,2013,0.8575,7887,4981,font_heading,font_heading,22691
022691,Companhia de Locação das Américas (Locamerica),2013,2014,0.8926,4981,6476,font_heading,font_heading,22691
022691,Companhia de Locação das Américas (Locamerica),2014,2015,0.6151,6476,5294,font_heading,font_heading,22691
023035,Stone Corporate SPE SA,2011,2012,0.544,1548,3083,font_heading,font_heading,23035
023035,Stone Corporate SPE SA,2012,2013,0.9667,3083,2827,font_heading,font_heading,23035
023035,Stone Corporate SPE SA,2013,2014,0.8772,2827,3313,font_heading,font_heading,23035
023035,Stone Corporate SPE SA,2014,2015,0.9651,3313,3145,font_heading,font_heading,23035
023035,Stone Corporate SPE SA,2015,2016,0.7728,3145,6910,font_heading,font_heading,23035
023035,Stone Corporate SPE SA,2016,2017,0.952,6910,8053,font_heading,font_heading,23035
023221,Ser Educacional SA,2010,2011,1.0,950,996,font_heading,font_heading,23221
023221,Ser Educacional SA,2011,2012,0.9767,996,990,font_heading,font_heading,23221
023221,Ser Educacional SA,2012,2013,0.5429,990,2355,font_heading,font_heading,23221
023221,Ser Educacional SA,2013,2014,0.8805,2355,2210,font_heading,font_heading,23221
023221,Ser Educacional SA,2014,2015,0.734,2210,5455,font_heading,font_heading,23221
023221,Ser Educacional SA,2015,2016,0.8574,5455,6069,font_heading,font_heading,23221
023221,Ser Educacional SA,2016,2017,0.8207,6069,5770,font_heading,font_heading,23221
023221,Ser Educacional SA,2017,2018,0.9413,5770,5636,font_heading,font_heading,23221
023221,Ser Educacional SA,2018,2019,0.9728,5636,5825,font_heading,font_heading,23221
023221,Ser Educacional SA,2019,2020,0.899,5825,8169,font_heading,font_heading,23221
023221,Ser Educacional SA,2020,2021,0.747,8169,5708,font_heading,font_heading,23221
023221,Ser Educacional SA,2021,2022,0.4061,5708,2008,font_heading,font_heading,23221
023221,Ser Educacional SA,2022,2023,0.3915,2008,4323,font_heading,font_heading,23221
023221,Ser Educacional SA,2023,2024,0.8875,4323,3784,font_heading,font_heading,23221
023221,Ser Educacional SA,2024,2025,0.9439,3784,3568,font_heading,font_heading,23221
023248,Anima Holding SA,2012,2014,0.6511,4867,3242,font_heading,font_heading,23248
023248,Anima Holding SA,2014,2015,0.8068,3242,4576,font_heading,font_heading,23248
023248,Anima Holding SA,2015,2016,0.8448,4576,4654,font_heading,font_heading,23248
023248,Anima Holding SA,2016,2017,0.9016,4654,4191,font_heading,font_heading,23248
023248,Anima Holding SA,2017,2018,0.7672,4191,6872,font_heading,font_heading,23248
023248,Anima Holding SA,2018,2019,0.8261,6872,8228,font_heading,font_heading,23248
023248,Anima Holding SA,2019,2020,0.6561,8228,10486,font_heading,font_heading,23248
023248,Anima Holding SA,2020,2021,0.6823,10486,11302,font_heading,font_heading,23248
023248,Anima Holding SA,2021,2022,0.841,11302,15595,font_heading,font_heading,23248
023248,Anima Holding SA,2022,2023,0.0939,15595,2478,font_heading,font_heading,23248
023248,Anima Holding SA,2023,2024,0.0381,2478,15320,font_heading,font_heading,23248
023248,Anima Holding SA,2024,2025,0.9297,15320,11777,font_heading,font_heading,23248
023264,AMBEV S/A,2013,2014,0.9354,2247,2076,font_heading,font_heading,23264
023264,AMBEV S/A,2014,2015,0.9703,2076,1633,font_heading,font_heading,23264
023272,LOG Commercial Properties e Participações,2012,2013,0.8768,6314,9811,font_heading,font_heading,23272
023272,LOG Commercial Properties e Participações,2013,2014,0.981,9811,11470,font_heading,font_heading,23272
023272,LOG Commercial Properties e Participações,2014,2015,0.9381,11470,11052,font_heading,font_heading,23272
023310,CVC Brasil Operadora e Agência de Viagens S.A.,2012,2013,0.9555,1648,1668,font_heading,font_heading,23310
023310,CVC Brasil Operadora e Agência de Viagens S.A.,2013,2014,0.8242,1668,966,font_heading,font_heading,23310
023310,CVC Brasil Operadora e Agência de Viagens S.A.,2014,2015,0.0967,966,932,font_heading,font_heading,23310
023450,Rumo Logistica Operadora Multimodal SA,2013,2014,0.8275,2642,2768,font_heading,font_heading,23450
023450,Rumo Logistica Operadora Multimodal SA,2014,2015,0.1023,2768,3870,font_heading,font_heading,23450
023485,Cosan Logistica SA,2013,2014,0.8303,2554,2602,font_heading,font_heading,23485
023485,Cosan Logistica SA,2014,2015,0.1315,2602,3870,font_heading,font_heading,23485
023485,Cosan Logistica SA,2015,2016,0.2455,3870,7659,font_heading,font_heading,23485
023485,Cosan Logistica SA,2016,2017,0.7787,7659,7828,font_heading,font_heading,23485
023485,Cosan Logistica SA,2017,2018,0.8254,7828,7718,font_heading,font_heading,23485
023485,Cosan Logistica SA,2018,2019,0.5261,7718,4669,font_heading,font_heading,23485
023574,International Meal Co Alimentacao SA,2011,2012,0.9884,1764,1713,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2012,2013,0.8566,1713,3269,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2013,2014,0.5253,3269,4939,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2014,2015,0.9669,4939,5339,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2015,2016,0.7255,5339,2777,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2016,2017,0.8704,2777,3216,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2017,2018,0.9602,3216,3485,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2018,2019,0.8357,3485,5354,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2019,2020,0.7412,5354,1957,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2022,2023,0.915,14053,18550,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2023,2024,0.7606,18550,10432,font_heading,font_heading,23574
023574,International Meal Co Alimentacao SA,2024,2025,0.9084,10432,9795,font_heading,font_heading,23574
023825,Movida Participacoes SA,2014,2015,0.2149,51415,1685,font_heading,font_heading,23825
023825,Movida Participacoes SA,2015,2016,0.6049,1685,4320,font_heading,font_heading,23825
023825,Movida Participacoes SA,2016,2017,0.3307,4320,13085,font_heading,font_heading,23825
023825,Movida Participacoes SA,2017,2018,0.5502,13085,53514,font_heading,font_heading,23825
023825,Movida Participacoes SA,2018,2019,0.4334,53514,10734,font_heading,font_heading,23825
023825,Movida Participacoes SA,2019,2020,0.8077,10734,13222,font_heading,font_heading,23825
023825,Movida Participacoes SA,2020,2021,0.8338,13222,14911,font_heading,font_heading,23825
023825,Movida Participacoes SA,2021,2022,0.8685,14911,20457,font_heading,font_heading,23825
023825,Movida Participacoes SA,2022,2023,0.9018,20457,21100,font_heading,font_heading,23825
024694,Grupo SBF SA,2018,2019,0.7744,3463,2456,font_heading,font_heading,24694
024694,Grupo SBF SA,2019,2020,0.7019,2456,3555,font_heading,font_heading,24694
024813,,2023,2024,0.831,13017,11677,font_heading,font_heading,24813
024961,Ambipar Participacoes e Empreendimentos S/A,2019,2020,0.0986,6119,685,font_heading,font_heading,24961
024961,Ambipar Participacoes e Empreendimentos S/A,2020,2021,0.012,685,172,font_heading,font_heading,24961
024961,Ambipar Participacoes e Empreendimentos S/A,2021,2022,0.1156,172,12626,font_heading,font_heading,24961
024961,Ambipar Participacoes e Empreendimentos S/A,2022,2023,0.0731,12626,685,font_heading,font_heading,24961
024961,Ambipar Participacoes e Empreendimentos S/A,2023,2024,1.0,685,688,font_heading,font_heading,24961
025003,SIMPAR SA,2019,2020,0.6797,7645,14612,font_heading,font_heading,25003
025003,SIMPAR SA,2020,2021,0.5717,14612,27537,font_heading,font_heading,25003
025003,SIMPAR SA,2021,2022,0.7834,27537,18043,font_heading,font_heading,25003
025003,SIMPAR SA,2022,2023,0.8498,18043,21121,font_heading,font_heading,25003
025003,SIMPAR SA,2023,2024,0.7597,21121,13469,font_heading,font_heading,25003
025089,Pet Center Comercio e Participacoes SA,2024,2025,0.0444,8139,106,font_heading,font_heading,25089
025186,Grupo Mateus SA,2019,2020,0.2668,5839,7265,font_heading,font_heading,25186
025186,Grupo Mateus SA,2020,2021,0.6303,7265,5076,font_heading,font_heading,25186
025186,Grupo Mateus SA,2021,2023,0.4297,5076,10968,font_heading,font_heading,25186
025186,Grupo Mateus SA,2023,2025,0.8929,10968,12365,font_heading,font_heading,25186
025453,Intelbras SA Industria de Telecomunicacao Eletronica Brasileira,2019,2020,0.9126,4696,5772,font_heading,font_heading,25453
025453,Intelbras SA Industria de Telecomunicacao Eletronica Brasileira,2020,2021,0.9847,5772,5721,font_heading,font_heading,25453
025453,Intelbras SA Industria de Telecomunicacao Eletronica Brasileira,2021,2022,0.6798,5721,8829,font_heading,font_heading,25453
025453,Intelbras SA Industria de Telecomunicacao Eletronica Brasileira,2022,2024,0.8987,8829,7748,font_heading,font_heading,25453
025453,Intelbras SA Industria de Telecomunicacao Eletronica Brasileira,2024,2025,0.8409,7748,8758,font_heading,font_heading,25453
025712,GPS Participacoes e Empreendimentos SA,2022,2023,0.1208,2773,6776,font_heading,font_heading,25712
025712,GPS Participacoes e Empreendimentos SA,2023,2024,0.9823,6776,8006,font_heading,font_heading,25712
025712,GPS Participacoes e Empreendimentos SA,2024,2025,0.0579,8006,2067,font_heading,font_heading,25712
025844,Tegra Incorporadora SA,2020,2021,0.6656,2627,3587,font_heading,font_heading,25844
025844,Tegra Incorporadora SA,2021,2022,0.6695,3587,5426,font_heading,font_heading,25844
025844,Tegra Incorporadora SA,2022,2023,0.9503,5426,5439,font_heading,font_heading,25844
025984,Cia Brasileira de Aluminio,2020,2021,0.7615,10519,9824,font_heading,font_heading,25984
025984,Cia Brasileira de Aluminio,2021,2022,0.6978,9824,9280,font_heading,font_heading,25984
025984,Cia Brasileira de Aluminio,2022,2023,0.796,9280,12666,font_heading,font_heading,25984
025984,Cia Brasileira de Aluminio,2023,2024,0.7401,12666,15761,font_heading,font_heading,25984
025984,Cia Brasileira de Aluminio,2024,2025,0.7877,15761,11432,font_heading,font_heading,25984
026123,Oncoclinicas do Brasil Servicos Medicos SA,2020,2021,0.5319,8637,7064,font_heading,font_heading,26123
026123,Oncoclinicas do Brasil Servicos Medicos SA,2021,2022,0.8301,7064,10500,font_heading,font_heading,26123
026123,Oncoclinicas do Brasil Servicos Medicos SA,2022,2023,0.8436,10500,9276,font_heading,font_heading,26123
026123,Oncoclinicas do Brasil Servicos Medicos SA,2023,2024,0.5772,9276,10478,font_heading,font_heading,26123
026123,Oncoclinicas do Brasil Servicos Medicos SA,2024,2025,0.0844,10478,1709,font_heading,font_heading,26123
026441,Serena Energia SA,2024,2025,0.1093,5641,18431,font_heading,font_heading,26441
027111,XP Inc,2021,2022,0.9778,14321,17438,font_heading,font_heading,27111
027111,XP Inc,2022,2023,0.986,17438,17399,font_heading,font_heading,27111
027111,XP Inc,2023,2024,0.9417,17399,13184,font_heading,font_heading,27111
