cd_cvm,year_prev,year_curr,cosine_similarity,chars_prev,chars_curr
002577,2021,2022,0.0081,161841,134711
002577,2022,2023,0.7895,134711,124831
002577,2023,2024,0.9155,124831,138135
003980,2010,2011,0.981,423435,295644
003980,2011,2012,0.9778,295644,261310
003980,2012,2013,0.9733,261310,243725
003980,2013,2014,0.9726,243725,191249
003980,2014,2015,0.9787,191249,203796
003980,2015,2016,0.991,203796,201424
003980,2016,2017,0.9826,201424,211551
003980,2017,2018,0.9869,211551,220360
003980,2018,2019,0.9851,220360,204957
003980,2019,2020,0.4979,204957,39883
003980,2020,2021,0.5056,39883,221121
003980,2021,2022,0.9829,221121,226913
003980,2022,2023,0.9863,226913,225135
003980,2023,2024,0.9712,225135,239444
004030,2010,2011,0.9534,260699,252273
004030,2011,2012,0.9622,252273,242657
004030,2012,2013,0.9402,242657,262125
004030,2013,2014,0.964,262125,262455
004030,2014,2015,0.909,262455,285063
004030,2015,2016,0.9107,285063,323662
004030,2016,2017,0.9224,323662,271289
004030,2017,2018,0.9794,271289,273985
004030,2018,2019,0.9761,273985,274698
004030,2019,2020,0.9542,274698,271942
004030,2020,2021,0.9048,271942,277847
004030,2021,2022,0.9592,277847,286438
004030,2022,2023,0.967,286438,247953
004030,2023,2024,0.9644,247953,276107
004057,2010,2011,0.7592,81176,92487
004057,2011,2012,0.9093,92487,92774
004057,2012,2014,0.7751,92774,113850
004170,2010,2011,0.8846,276695,227155
004170,2011,2012,0.9371,227155,246361
004170,2012,2013,0.9247,246361,284751
004170,2013,2014,0.9402,284751,252283
004170,2014,2015,0.9074,252283,224509
004170,2015,2016,0.9013,224509,237390
004170,2016,2017,0.9366,237390,227057
004170,2017,2018,0.9017,227057,248583
004170,2018,2019,0.9326,248583,264197
004170,2019,2020,0.9178,264197,274603
004170,2020,2021,0.9379,274603,306915
004170,2021,2022,0.9289,306915,323774
004170,2022,2023,0.9355,323774,344928
004170,2023,2024,0.9411,344928,322916
004650,2010,2011,0.9561,125936,121191
004820,2010,2011,0.7162,340085,88372
004820,2011,2012,0.7998,88372,284825
004820,2012,2013,0.9885,284825,305063
004820,2013,2014,0.9881,305063,217617
004820,2014,2015,0.9919,217617,222887
004820,2015,2016,0.9846,222887,296557
004820,2016,2017,0.9888,296557,279551
004820,2017,2018,0.9951,279551,281357
004820,2018,2019,0.9882,281357,315972
004820,2019,2020,0.9892,315972,367643
004820,2020,2021,0.9926,367643,343707
004820,2021,2022,0.9883,343707,308708
004820,2022,2023,0.9859,308708,277367
004820,2023,2024,0.9848,277367,260453
005258,2010,2011,0.281,67920,100441
005258,2011,2012,0.8875,100441,97933
005258,2012,2013,0.9112,97933,71789
005258,2013,2014,0.7696,71789,69086
005258,2014,2015,0.6541,69086,94216
005258,2015,2016,0.9225,94216,98351
005258,2016,2017,0.3287,98351,43769
005258,2017,2018,0.7991,43769,48943
005258,2018,2019,0.2805,48943,166326
005258,2019,2020,0.9392,166326,182671
005258,2020,2021,0.5205,182671,251661
005258,2021,2022,0.9407,251661,242447
005258,2022,2023,0.9401,242447,249418
005258,2023,2024,0.956,249418,249898
005410,2010,2011,0.9049,70416,65994
005410,2011,2012,0.9423,65994,76329
005410,2012,2013,0.9386,76329,79199
005410,2013,2014,0.9463,79199,77300
005410,2014,2015,0.9526,77300,89851
005410,2015,2016,0.9873,89851,91393
005410,2016,2017,0.9839,91393,94422
005410,2017,2018,0.9825,94422,100991
005410,2018,2019,0.984,100991,96003
005410,2019,2020,0.9852,96003,96144
005410,2020,2021,0.9812,96144,98694
005410,2021,2022,0.9749,98694,99119
005410,2022,2023,0.9763,99119,103611
005410,2023,2024,0.9621,103611,112878
006173,2010,2011,0.9318,154473,138492
006173,2011,2012,0.8574,138492,162847
006173,2012,2013,0.9762,162847,148095
006173,2013,2014,0.9245,148095,114360
006173,2014,2015,0.9746,114360,124242
006173,2015,2016,0.8647,124242,131959
006173,2016,2017,0.8537,131959,146788
006173,2017,2018,0.7669,146788,139283
006173,2018,2019,0.9651,139283,135295
006173,2019,2020,0.9826,135295,151674
006173,2020,2021,0.9798,151674,179253
006173,2021,2022,0.9775,179253,173555
006173,2022,2023,0.9781,173555,189052
006173,2023,2024,0.9935,189052,180068
006173,2024,2025,0.9868,180068,178234
006343,2011,2012,0.8563,96483,138091
006343,2012,2013,0.9343,138091,166613
006343,2013,2014,0.9739,166613,127848
006343,2014,2015,0.993,127848,124182
006343,2015,2016,0.9758,124182,132201
006343,2016,2017,0.9912,132201,147911
006343,2017,2018,0.9824,147911,152274
006343,2018,2019,0.9627,152274,149339
006343,2019,2020,0.9595,149339,159464
006343,2020,2021,0.9627,159464,172395
006343,2021,2022,0.9512,172395,186376
006343,2022,2023,0.3624,186376,25407
006343,2023,2024,0.36,25407,179604
006343,2024,2025,0.9862,179604,171367
006505,2010,2011,0.9475,206097,184594
006505,2011,2012,0.6016,184594,204485
006505,2012,2013,0.9191,204485,220024
006505,2013,2014,0.7357,220024,132607
006505,2014,2015,0.7644,132607,140191
006505,2015,2016,0.8834,140191,143638
006505,2016,2017,0.9269,143638,142991
006505,2017,2018,0.8099,142991,158243
006505,2018,2019,0.7688,158243,166276
006505,2019,2020,0.7438,166276,165875
006505,2020,2021,0.7627,165875,164701
006505,2021,2022,0.8812,164701,164368
006505,2022,2023,0.8881,164368,153589
006505,2023,2024,0.9161,153589,162067
007870,2010,2011,0.9367,31087,31059
007870,2011,2012,0.9485,31059,33602
007870,2012,2013,0.6618,33602,134623
007870,2013,2014,0.7425,134623,118729
007870,2014,2015,0.9499,118729,114179
007870,2015,2016,0.9935,114179,104925
007870,2016,2017,0.9926,104925,109763
007870,2017,2018,0.9963,109763,113900
007870,2018,2019,0.6212,113900,119648
007870,2019,2020,0.9606,119648,135063
007870,2020,2021,0.7024,135063,153611
007870,2021,2022,0.9813,153611,131211
007870,2022,2023,0.7652,131211,140474
007870,2023,2024,0.9739,140474,131230
007870,2024,2025,0.9797,131230,133260
008087,2010,2011,0.7067,80980,211171
008087,2011,2012,0.9552,211171,187806
008087,2012,2013,0.8909,187806,206589
008087,2013,2014,0.982,206589,201298
008087,2014,2015,0.9624,201298,181928
008087,2015,2016,0.8623,181928,166065
008087,2016,2017,0.6077,166065,81852
008087,2017,2018,0.5707,81852,178110
008087,2018,2019,0.7501,178110,170120
008087,2019,2020,0.844,170120,206208
008133,2010,2011,0.8257,117761,127818
008133,2011,2012,0.9397,127818,174017
008133,2012,2013,0.7649,174017,160923
008133,2013,2014,0.9454,160923,174563
008133,2014,2015,0.9495,174563,157314
008133,2015,2016,0.6935,157314,44337
008133,2016,2017,0.7191,44337,153830
008133,2017,2018,0.8987,153830,160225
008133,2018,2019,0.9141,160225,139213
008133,2019,2020,0.7787,139213,180180
008133,2020,2021,0.6346,180180,150743
008133,2021,2022,0.9319,150743,143572
008133,2022,2023,0.9507,143572,138987
008133,2023,2024,0.9421,138987,150333
008451,2010,2011,0.9601,164800,137571
008451,2011,2012,0.8543,137571,143689
008451,2012,2013,0.8762,143689,155967
008451,2013,2014,0.9632,155967,135117
008451,2014,2015,0.9791,135117,136443
008451,2015,2016,0.9815,136443,141275
008451,2016,2017,0.9864,141275,148495
008451,2017,2018,0.953,148495,144360
008451,2018,2019,0.9781,144360,148462
008451,2019,2020,0.8954,148462,164141
008451,2020,2021,0.994,164141,161223
008451,2021,2022,0.9911,161223,154805
008451,2022,2023,0.9916,154805,153494
008451,2023,2024,0.9842,153494,155281
008575,2010,2011,0.9746,176064,190953
008575,2011,2012,0.9868,190953,187808
008575,2012,2013,0.9851,187808,191840
008575,2013,2014,0.9885,191840,175024
008575,2014,2015,0.9927,175024,183900
008575,2015,2016,0.9959,183900,186685
008575,2016,2017,0.9956,186685,188000
008575,2017,2018,0.9912,188000,214597
008575,2018,2019,0.9924,214597,213087
008575,2019,2020,0.9938,213087,219652
008575,2020,2021,0.9963,219652,208022
008575,2021,2022,0.997,208022,210568
008575,2022,2023,0.9948,210568,229581
008575,2023,2024,0.962,229581,254209
008575,2024,2025,0.9937,254209,220726
008656,2010,2011,0.9835,388932,286688
008656,2011,2012,0.9835,286688,251448
008656,2012,2013,0.9783,251448,237030
008656,2013,2014,0.9773,237030,190023
008656,2014,2015,0.9811,190023,205024
008656,2015,2016,0.9921,205024,204140
008656,2016,2017,0.9871,204140,216159
008656,2017,2018,0.9871,216159,218055
008656,2018,2019,0.9859,218055,200372
008656,2019,2020,0.5186,200372,31584
008656,2020,2021,0.5337,31584,209428
008656,2021,2022,0.9855,209428,214736
008656,2022,2023,0.9904,214736,211253
008656,2023,2024,0.9831,211253,223354
008672,2010,2011,0.9347,502263,467910
008672,2011,2012,0.7811,467910,380201
008672,2012,2013,0.8293,380201,241901
008672,2013,2014,0.7442,241901,328198
008672,2014,2015,0.7628,328198,230573
008672,2015,2016,0.5457,230573,175289
008672,2016,2017,0.8904,175289,194357
008672,2017,2018,0.802,194357,187960
008672,2018,2019,0.961,187960,160307
008672,2019,2020,0.9809,160307,178574
008672,2020,2021,0.8811,178574,177847
008672,2021,2022,0.9294,177847,165828
008672,2022,2023,0.9833,165828,172585
008672,2023,2024,0.9732,172585,168304
009393,2010,2011,0.8481,53004,31527
009393,2011,2012,0.4221,31527,161963
009393,2012,2013,0.8259,161963,160302
009393,2013,2014,0.3067,160302,48698
009393,2014,2015,0.2423,48698,167528
009393,2015,2016,0.969,167528,173481
009393,2016,2017,0.898,173481,213348
009393,2017,2018,0.9631,213348,216286
009393,2018,2019,0.9541,216286,204309
009393,2019,2020,0.9772,204309,196526
009393,2020,2021,0.9472,196526,194697
009393,2021,2022,0.9063,194697,177796
009393,2022,2023,0.805,177796,182721
009393,2023,2024,0.8797,182721,186712
009393,2024,2025,0.923,186712,191738
009512,2010,2011,0.9608,270763,196557
009512,2011,2012,0.9534,196557,192052
009512,2012,2013,0.5278,192052,133857
009512,2013,2014,0.8774,133857,143145
009512,2014,2016,0.8221,143145,244209
009512,2016,2017,0.7887,244209,296098
009512,2017,2018,0.9414,296098,305009
009512,2018,2019,0.7413,305009,443486
009512,2019,2020,0.964,443486,458855
009512,2020,2021,0.9701,458855,463618
009512,2021,2022,0.9715,463618,450628
009512,2022,2023,0.9725,450628,456996
009512,2023,2024,0.983,456996,441047
009989,2010,2011,0.7041,55376,70019
009989,2011,2012,0.7779,70019,60391
009989,2012,2013,0.8667,60391,53504
009989,2013,2014,1.0,53504,53504
009989,2014,2015,0.8016,53504,46891
009989,2015,2016,0.9624,46891,44447
009989,2016,2017,0.9291,44447,44302
009989,2017,2018,0.0683,44302,14551
009989,2018,2019,0.0598,14551,58812
009989,2019,2020,0.9791,58812,63541
009989,2020,2021,0.9773,63541,64996
009989,2021,2023,0.9758,64996,55922
009989,2023,2024,0.9832,55922,56594
010456,2010,2011,0.6075,37050,197671
010456,2011,2012,0.9563,197671,194436
010456,2012,2013,0.9571,194436,209062
010456,2013,2014,0.9724,209062,204873
010456,2014,2015,0.9419,204873,135754
010456,2015,2016,0.9585,135754,126096
010456,2016,2017,0.97,126096,144787
010456,2017,2018,0.3958,144787,25477
010456,2018,2019,0.4144,25477,179658
010456,2019,2020,0.2057,179658,41079
010456,2020,2021,0.7145,41079,39036
010456,2021,2022,0.8946,39036,37426
010456,2022,2023,0.7066,37426,50057
010456,2023,2024,0.1201,50057,153837
011312,2010,2011,0.667,305584,238894
011312,2011,2012,0.7757,238894,290106
011312,2012,2013,0.8851,290106,269390
011312,2013,2014,0.5756,269390,319878
011312,2014,2015,0.7933,319878,270734
011312,2015,2016,0.9085,270734,251041
011312,2016,2017,0.8851,251041,336336
011312,2017,2018,0.9036,336336,330557
011312,2018,2019,0.8975,330557,265247
011312,2019,2020,0.734,265247,351663
011312,2020,2021,0.9221,351663,336104
011312,2021,2022,0.8938,336104,304047
011312,2022,2023,0.874,304047,270375
011312,2023,2024,0.7818,270375,288892
011320,2010,2011,0.6371,426640,337329
011932,2010,2011,0.9304,168746,151174
011932,2011,2012,0.8887,151174,207557
011932,2012,2013,0.9366,207557,196328
011932,2013,2014,0.9548,196328,160257
011932,2014,2015,0.903,160257,155562
011932,2015,2016,0.9883,155562,161004
011932,2016,2017,0.9795,161004,159714
011932,2017,2018,0.9869,159714,162260
011932,2018,2019,0.9863,162260,162346
011932,2019,2020,0.921,162346,189852
011932,2020,2021,0.9913,189852,209987
011932,2021,2022,0.9956,209987,218574
011932,2022,2023,0.9826,218574,204365
011932,2023,2024,0.9964,204365,193636
011932,2024,2025,0.9949,193636,190932
012653,2010,2011,0.8848,135647,129689
012653,2011,2012,0.9387,129689,118813
012653,2012,2013,0.5077,118813,128900
012653,2013,2014,0.9289,128900,146608
012653,2014,2015,0.9307,146608,150235
012653,2015,2016,0.9297,150235,148000
012653,2016,2017,0.9017,148000,157955
012653,2017,2018,0.8926,157955,173194
012653,2018,2019,0.8275,173194,150741
012653,2019,2020,0.8208,150741,210003
012653,2020,2021,0.4194,210003,239679
012653,2021,2022,0.3618,239679,270436
012653,2022,2023,0.982,270436,252669
012653,2023,2024,0.9891,252669,269977
012793,2010,2011,0.9498,285216,258072
012793,2011,2012,0.989,258072,273089
012793,2012,2013,0.9833,273089,311714
012793,2013,2014,0.9934,311714,278195
012793,2014,2015,0.983,278195,224345
012793,2015,2016,0.5598,224345,64818
012793,2016,2017,0.9347,64818,66755
012793,2017,2018,0.5706,66755,221183
013471,2010,2011,0.8972,127237,144367
013471,2011,2012,0.958,144367,149732
013471,2012,2013,0.7864,149732,113476
013471,2013,2014,0.9649,113476,104293
013471,2014,2015,0.9312,104293,93731
013471,2015,2016,0.9258,93731,78546
013471,2016,2017,0.9451,78546,79371
013471,2017,2018,0.8921,79371,93518
013471,2018,2019,0.9144,93518,92635
013471,2019,2020,0.9041,92635,112916
013471,2020,2021,0.723,112916,111509
013471,2021,2022,0.9359,111509,119585
013471,2022,2023,0.7306,119585,106016
013471,2023,2024,0.9008,106016,94062
013471,2024,2025,0.9661,94062,95867
013986,2010,2011,0.9112,163751,155540
013986,2011,2012,0.8693,155540,176879
013986,2012,2013,0.8684,176879,162697
013986,2013,2014,0.8954,162697,156153
013986,2014,2015,0.92,156153,162228
013986,2015,2016,0.4708,162228,59750
013986,2016,2017,0.4607,59750,166321
013986,2017,2018,0.833,166321,215584
013986,2018,2019,0.8597,215584,271462
013986,2019,2020,0.9302,271462,298348
013986,2020,2021,0.9539,298348,290070
013986,2021,2022,0.9626,290070,278350
013986,2022,2023,0.9582,278350,273650
013986,2023,2024,0.9746,273650,274607
014109,2010,2011,0.744,188623,62526
014109,2011,2012,0.7796,62526,174599
014109,2012,2013,0.9938,174599,183738
014109,2013,2014,0.8752,183738,175985
014109,2014,2015,0.9796,175985,156996
014109,2015,2016,0.8612,156996,53631
014109,2016,2017,0.9651,53631,70668
014109,2017,2019,0.8677,70668,203852
014109,2019,2020,0.8611,203852,97350
014109,2020,2021,0.8746,97350,274862
014109,2021,2022,0.9866,274862,243732
014109,2022,2023,0.8995,243732,203334
014109,2023,2024,0.9679,203334,196872
014109,2024,2025,0.9585,196872,210744
014176,2010,2011,0.692,295538,247039
014176,2011,2012,0.9068,247039,262363
014176,2012,2013,0.9576,262363,265117
014176,2013,2014,0.9446,265117,253919
014176,2014,2015,0.9314,253919,283551
014176,2015,2016,0.9412,283551,322686
014176,2016,2017,0.8495,322686,325955
014176,2017,2018,0.8635,325955,392012
014176,2018,2019,0.731,392012,286573
014176,2019,2020,0.8376,286573,281455
014176,2020,2021,0.8726,281455,191653
014176,2021,2022,0.8198,191653,282719
014176,2022,2023,0.9581,282719,288120
014176,2023,2024,0.8061,288120,293315
014311,2010,2011,0.9029,372968,324434
014311,2011,2012,0.9702,324434,318554
014311,2012,2013,0.9163,318554,274416
014311,2013,2014,0.7618,274416,114443
014311,2014,2015,0.8209,114443,289123
014311,2015,2016,0.8057,289123,163642
014311,2016,2017,0.9587,163642,139503
014311,2017,2018,0.7289,139503,325757
014311,2018,2019,0.9861,325757,308157
014311,2019,2020,0.9809,308157,350652
014311,2020,2021,0.9767,350652,334303
014311,2021,2022,0.3365,334303,1082
014311,2022,2023,0.3349,1082,326092
014311,2023,2024,0.9797,326092,277416
014320,2010,2011,0.8819,357035,277398
014320,2011,2012,0.967,277398,257643
014320,2012,2013,0.9616,257643,290237
014320,2013,2014,0.9633,290237,186384
014320,2014,2015,0.9774,186384,200762
014320,2015,2016,0.9825,200762,219603
014320,2016,2017,0.9801,219603,214206
014320,2017,2018,0.9809,214206,203967
014320,2018,2019,0.9889,203967,204148
014320,2019,2020,0.9766,204148,200997
014320,2020,2021,0.9304,200997,202683
014320,2021,2022,0.9679,202683,220649
014320,2022,2023,0.9738,220649,217795
014320,2023,2024,0.9884,217795,215483
014443,2010,2011,0.7627,292869,135487
014443,2011,2012,0.9201,135487,141725
014443,2012,2013,0.9002,141725,168026
014443,2013,2014,0.768,168026,262350
014443,2014,2015,0.9873,262350,262670
014443,2015,2016,0.9898,262670,263570
014443,2016,2017,0.987,263570,272950
014443,2017,2018,0.9922,272950,282037
014443,2018,2019,0.9837,282037,242449
014443,2019,2020,0.6039,242449,176912
014443,2020,2021,0.5956,176912,223209
014443,2021,2022,0.9867,223209,218593
014443,2022,2023,0.983,218593,244365
014443,2023,2024,0.9506,244365,261497
014460,2010,2011,0.9964,251445,263497
014460,2011,2012,0.981,263497,281198
014460,2012,2013,0.9924,281198,355351
014460,2013,2014,0.2858,355351,373719
014460,2014,2015,0.9727,373719,206885
014460,2015,2016,0.826,206885,213748
014460,2016,2017,0.9796,213748,181084
014460,2017,2018,0.9341,181084,189467
014460,2018,2019,0.9312,189467,193192
014460,2019,2020,0.9477,193192,229511
014460,2020,2021,0.9891,229511,233137
014460,2021,2022,0.9817,233137,247734
014460,2022,2023,0.9893,247734,262016
014460,2023,2024,0.9097,262016,236999
014621,2010,2011,0.8175,166797,137120
014621,2011,2012,0.9073,137120,134970
014621,2012,2013,0.8906,134970,137221
014761,2010,2011,0.7568,143939,120602
014761,2011,2012,0.819,120602,134753
014761,2012,2013,0.7349,134753,146914
014761,2013,2014,0.9613,146914,155573
014761,2014,2015,0.8905,155573,149789
014761,2015,2016,0.4329,149789,28216
014761,2016,2017,0.3758,28216,140746
014761,2017,2018,0.9297,140746,134950
014761,2018,2019,0.3865,134950,22168
014761,2019,2020,0.3514,22168,156132
014826,2010,2011,0.9314,301508,273006
014826,2011,2012,0.8161,273006,251197
014826,2012,2013,0.921,251197,270154
014826,2013,2014,0.8797,270154,265140
014826,2014,2015,0.8362,265140,303950
014826,2015,2016,0.8923,303950,263729
014826,2016,2017,0.945,263729,254081
014826,2017,2018,0.9324,254081,252055
014826,2018,2019,0.5684,252055,250916
014826,2019,2020,0.5414,250916,42389
014826,2020,2021,0.5621,42389,232095
014826,2021,2022,0.9304,232095,223447
014826,2022,2023,0.1117,223447,865
014826,2023,2024,0.0829,865,221104
015253,2010,2011,0.9917,193552,180598
015253,2011,2012,0.9657,180598,210624
015253,2012,2014,0.8932,210624,69255
015253,2014,2015,0.8649,69255,313688
015253,2015,2016,0.9795,313688,361711
015253,2016,2017,0.9716,361711,397685
015253,2017,2018,0.963,397685,417774
015253,2018,2019,0.9588,417774,438958
015253,2019,2020,0.9802,438958,468736
015253,2020,2021,0.9851,468736,529082
015253,2021,2022,0.9747,529082,514305
015253,2022,2023,0.8029,514305,478573
015253,2023,2024,0.967,478573,449191
015539,2010,2011,0.962,254806,262417
015539,2011,2012,0.927,262417,324322
015539,2012,2013,0.8047,324322,126940
015539,2013,2014,0.9223,126940,137161
015539,2014,2015,0.6694,137161,288951
015539,2015,2016,0.9035,288951,290409
015539,2016,2017,0.7281,290409,162664
015539,2017,2018,0.824,162664,362059
015539,2018,2019,0.9272,362059,297505
015539,2019,2020,0.8259,297505,249195
015539,2020,2021,0.8517,249195,268232
015539,2021,2022,0.928,268232,267893
015539,2022,2023,0.9639,267893,276327
015539,2023,2024,0.9833,276327,276663
015539,2024,2025,0.9755,276663,269468
015636,2010,2011,0.9551,112122,95145
015636,2011,2012,0.8498,95145,92846
015636,2012,2013,0.8329,92846,98569
015636,2013,2014,0.8204,98569,91960
015636,2014,2015,0.8737,91960,98656
015636,2015,2016,0.939,98656,100729
015636,2016,2017,0.8701,100729,116199
015636,2017,2018,0.8201,116199,97538
015636,2018,2019,0.8993,97538,94687
015636,2019,2020,0.8439,94687,108171
015636,2020,2021,0.8018,108171,105772
015636,2021,2022,0.8581,105772,111840
015636,2022,2023,0.8712,111840,105544
015636,2023,2024,0.8749,105544,94670
015636,2024,2025,0.895,94670,103790
016101,2010,2011,0.8476,208382,225309
016101,2011,2012,0.9852,225309,241883
016101,2012,2013,0.9635,241883,258845
016101,2013,2014,0.947,258845,206860
016101,2014,2015,0.9912,206860,179342
016101,2015,2016,0.9876,179342,191039
016101,2016,2017,0.9854,191039,186811
016101,2017,2018,0.9767,186811,195820
016101,2018,2019,0.9634,195820,175093
016101,2019,2020,0.9511,175093,172530
016101,2020,2021,0.9717,172530,181063
016101,2021,2022,0.9495,181063,180001
016101,2022,2023,0.9162,180001,180774
016101,2023,2024,0.9106,180774,141451
016292,2010,2011,0.4241,260873,63143
016292,2011,2012,0.4995,63143,262621
016292,2012,2013,0.866,262621,247866
016292,2013,2014,0.8679,247866,244431
016292,2014,2015,0.9194,244431,268972
016292,2015,2016,0.9423,268972,292228
016292,2016,2017,0.9429,292228,284727
016292,2017,2018,0.9269,284727,289781
016292,2018,2019,0.9302,289781,247396
016292,2019,2020,0.933,247396,241315
016292,2020,2021,0.958,241315,251167
016292,2021,2022,0.9833,251167,237963
016292,2022,2023,0.879,237963,209387
016292,2023,2024,0.9509,209387,218105
016306,2010,2011,0.9953,241318,270120
016306,2011,2012,0.9242,270120,259521
016306,2012,2013,0.9309,259521,328109
016306,2013,2014,0.1185,328109,104987
016306,2014,2015,0.2961,104987,264786
016306,2015,2016,0.9891,264786,292443
016306,2016,2017,0.9985,292443,292066
016306,2017,2018,0.9967,292066,306559
016306,2018,2019,0.3858,306559,198592
016306,2019,2020,0.9922,198592,206373
016306,2020,2021,0.9602,206373,188488
016306,2021,2022,0.9779,188488,154882
016306,2022,2023,0.9851,154882,159421
016306,2023,2024,0.8793,159421,200560
017329,2010,2011,0.8501,247473,216599
017329,2011,2012,0.1622,216599,235076
017329,2012,2013,0.1673,235076,213646
017329,2013,2014,0.9265,213646,191401
017329,2014,2015,0.9405,191401,186137
017329,2015,2016,0.6931,186137,187641
017329,2016,2017,0.9084,187641,214485
017329,2017,2018,0.9369,214485,226464
017329,2018,2019,0.9443,226464,274580
017329,2019,2020,0.0,274580,65
017329,2020,2021,0.0,65,317252
017329,2021,2022,0.9542,317252,292847
017329,2022,2023,0.9784,292847,296163
017329,2023,2024,0.9455,296163,304430
017450,2010,2011,0.9887,225402,228435
017450,2011,2012,0.5205,228435,104527
017450,2012,2013,0.5105,104527,224704
017450,2013,2014,0.8838,224704,227737
017450,2014,2015,0.2119,227737,60747
017450,2015,2016,0.3317,60747,168388
017450,2016,2017,0.7938,168388,166879
017450,2017,2018,0.9742,166879,162549
017450,2018,2019,0.4444,162549,49476
017450,2019,2020,0.4539,49476,173524
017450,2020,2021,0.9679,173524,161513
017450,2021,2022,0.9807,161513,176536
017450,2022,2023,0.9869,176536,182700
017450,2023,2024,0.9751,182700,192670
017639,2010,2011,0.7571,85929,198585
017639,2011,2012,0.9698,198585,229822
017639,2012,2013,0.9774,229822,216229
017639,2013,2014,0.9651,216229,187843
017639,2014,2015,0.9505,187843,156897
017639,2015,2016,0.9859,156897,179128
017639,2016,2017,0.9715,179128,179670
017639,2017,2018,0.9657,179670,184057
017639,2018,2019,0.9551,184057,194131
017671,2010,2011,0.5109,167383,293266
017671,2011,2012,0.9145,293266,241033
017671,2012,2013,0.8446,241033,275003
017671,2013,2014,0.8424,275003,259679
017671,2014,2015,0.8087,259679,286341
017671,2015,2016,0.9389,286341,271106
017671,2016,2017,0.8997,271106,243541
017671,2017,2018,0.8863,243541,221548
017671,2018,2019,0.9179,221548,204525
017671,2019,2020,0.8479,204525,308808
017671,2020,2021,0.8254,308808,322303
017671,2021,2022,0.8729,322303,353605
017671,2022,2023,0.8902,353605,362155
017671,2023,2024,0.8811,362155,341933
017892,2010,2011,0.9003,166942,161072
017892,2011,2012,0.9464,161072,164986
017892,2012,2013,0.9293,164986,161399
017892,2013,2014,0.9816,161399,159182
017892,2014,2015,0.9607,159182,169631
017892,2015,2016,0.9404,169631,164826
017892,2016,2017,0.9128,164826,193960
017892,2017,2018,0.8253,193960,197219
017892,2018,2019,0.9859,197219,209175
017892,2019,2020,0.9795,209175,222689
017892,2020,2021,0.9733,222689,231887
017892,2021,2022,0.8694,231887,222476
017892,2022,2023,0.948,222476,196734
017892,2023,2024,0.9325,196734,206047
017914,2010,2011,0.967,176823,158102
017914,2011,2012,0.94,158102,144163
017914,2012,2013,0.9182,144163,191635
017914,2013,2014,0.9827,191635,157691
017914,2014,2015,0.9812,157691,145676
017914,2015,2016,0.9403,145676,119815
017914,2016,2017,0.0,119815,4193
017914,2017,2018,0.0,4193,97711
017914,2018,2019,0.9722,97711,84725
017914,2019,2020,0.9876,84725,90205
017973,2010,2011,0.4673,161707,167893
017973,2011,2012,0.8402,167893,167971
017973,2012,2013,0.9402,167971,163762
017973,2013,2014,0.5369,163762,157978
017973,2014,2015,0.777,157978,147610
017973,2015,2016,0.926,147610,129151
017973,2016,2017,0.9477,129151,141798
017973,2017,2018,0.8508,141798,191150
017973,2018,2019,0.5039,191150,214057
